RegionID,RegionName,lat,lon
394339,"Ashland, OH",40.7887367,-82.2360391
394861,"Milledgeville, GA",33.0801429,-83.2320991
394742,"Kerrville, TX",30.048469,-99.1399464
394363,"Bartlesville, OK",36.7509272,-95.9771779
394985,"Platteville, WI",42.7342942,-90.4784451
394503,"Corsicana, TX",32.0938236,-96.464675
394652,"Greenville, OH",40.1023909,-84.6332986
394933,"Oil City, PA",41.4341216,-79.7084738
394838,"Mason City, IA",43.1524574,-93.2017941
394954,"Pahrump, NV",36.204178,-116.0260261
395234,"Winona, MN",43.9582272,-91.7807784
753905,"Newport, OR",44.636755,-124.053442
394326,"Amsterdam, NY",42.9362232,-74.1905821
753911,"Ozark, AL",31.4584764,-85.6405865
394628,"Gardnerville Ranchos, NV",38.898364,-119.7491171
394608,"Fort Polk South, LA",31.0809734,-93.1998168
394437,"Canon City, CO",38.4422506,-105.2348795
394906,"New Castle, IN",39.9289351,-85.3702477
394478,"Clovis, NM",34.405472,-103.2050709
394919,"Norfolk, NE",42.0283379,-97.4169964
395043,"Ruston, LA",32.5297498,-92.6386604
395097,"Sidney, OH",40.284241,-84.1555267
395008,"Pullman, WA",46.7295818,-117.1799363
394527,"Del Rio, TX",29.357515,-100.8987707
394391,"Blackfoot, ID",43.190039,-112.348357
395017,"Red Wing, MN",44.5624676,-92.5338013
394918,"Nogales, AZ",31.3402134,-110.936081
395144,"Tahlequah, OK",35.91537,-94.969956
394876,"Montrose, CO",38.4375391,-108.2403855
394504,"Cortland, NY",42.5842136,-76.0704906
394887,"Mount Sterling, KY",38.0561079,-83.9431961
394477,"Clinton, IA",41.9054695,-90.5599971
753916,"Sandpoint, ID",48.2761306,-116.5487835
753865,"Bardstown, KY",37.8092463,-85.4669015
394379,"Bemidji, MN",47.4723148,-94.8832791
394377,"Bellefontaine, OH",40.3611643,-83.7596557
394426,"Burley, ID",42.5357428,-113.792794
394548,"Durant, OK",33.9919761,-96.3776762
394883,"Moultrie, GA",31.179998,-83.7887928
395155,"Thomasville, GA",30.8365815,-83.9787808
394961,"Paragould, AR",36.0584021,-90.4973286
394427,"Burlington, IA",40.8126922,-91.1020205
394850,"Menomonie, WI",44.8765289,-91.9278716
753918,"Shawano, WI",44.7817214,-88.7118868
395208,"Washington, NC",35.8725573,-76.6215245
395037,"Rolla, MO",37.9509324,-91.7708076
753904,"Marion, NC",35.6841022,-82.0091028
394567,"Ellensburg, WA",46.9970635,-120.545122
394990,"Ponca City, OK",36.703647,-97.081898
394779,"Lawrenceburg, TN",35.2423023,-87.3347389
394886,"Mount Pleasant, TX",33.1570582,-94.9694007
394895,"Muscatine, IA",41.4776121,-91.1210053
394785,"Lewisburg, PA",40.9645337,-76.8847639
394545,"Duncan, OK",34.5023029,-97.9578129
395081,"Sedalia, MO",38.7098314,-93.2295515
394448,"Cedartown, GA",34.0124425,-85.2559398
394677,"Henderson, NC",35.3389062,-82.4663918
394297,"Aberdeen, SD",45.4649805,-98.487813
395032,"Rock Springs, WY",41.5860557,-109.2194544
395129,"Stephenville, TX",32.2201387,-98.2045388
394449,"Celina, OH",40.5489358,-84.5702338
394424,"Bucyrus, OH",40.8083909,-82.9754649
394558,"El Campo, TX",29.1966405,-96.2696867
394891,"Mountain Home, AR",36.3361391,-92.3801187
394624,"Gainesville, TX",33.6248484,-97.142753
394397,"Blytheville, AR",35.9283249,-89.9045612
394341,"Astoria, OR",46.1882007,-123.8319802
394833,"Marshalltown, IA",42.048881,-92.9122672
394354,"Austin, MN",43.6679992,-92.9746498
394934,"Okeechobee, FL",27.3923408,-80.8873655
394690,"Houghton, MI",46.8591287,-88.7774734
394881,"Moscow, ID",46.7323875,-117.000165
395026,"Riverton, WY",43.0247245,-108.380727
394981,"Pittsburg, KS",37.4108841,-94.70496
394315,"Alexandria, MN",45.8835101,-95.3745015
395178,"Urbana, OH",40.1083912,-83.7524298
394434,"Cambridge, OH",40.031183,-81.5884561
395227,"Williston, ND",48.1465457,-103.621814
395046,"Safford, AZ",32.8332254,-109.7131818
394715,"Jacksonville, IL",39.7343697,-90.228782
394300,"Ada, OK",34.7743383,-96.6783651
394507,"Crawfordsville, IN",40.0408627,-86.8997385
394801,"Logansport, IN",40.7542375,-86.3625191
395072,"Scottsbluff, NE",41.862302,-103.6627088
394914,"Newberry, SC",34.3266879,-81.5830086
394799,"Lock Haven, PA",41.1369077,-77.4471641
394554,"Easton, MD",38.7744625,-76.0763244
394948,"Owatonna, MN",44.0839937,-93.2261076
394771,"Laramie, WY",41.3116442,-105.5917876
394894,"Murray, KY",36.6106122,-88.3021092
394617,"Fremont, NE",41.4338363,-96.4960449
394382,"Bennington, VT",42.8788667,-73.1968205
394550,"Dyersburg, TN",36.0325216,-89.3866375
394745,"Kill Devil Hills, NC",36.0321186,-75.6776147
395137,"Sulphur Springs, TX",33.1384886,-95.6010143
394702,"Hutchinson, MN",44.8877401,-94.3697057
394522,"DeRidder, LA",30.846201,-93.289281
394992,"Pontiac, IL",40.8808666,-88.6297839
394781,"Lebanon, MO",37.6806669,-92.6637835
395191,"Vidalia, GA",32.2176855,-82.4134614
394413,"Brenham, TX",30.1668828,-96.3977442
395187,"Vernal, UT",40.4556825,-109.528474
394430,"Butte, MT",46.0131505,-112.536508
394569,"Emporia, KS",38.4040054,-96.181623
394713,"Jackson, WY",43.479965,-110.761815
394385,"Big Spring, TX",32.250398,-101.4787356
394331,"Angola, IN",41.634874,-84.99928
394535,"Dixon, IL",41.8425197,-89.4814291
395149,"Taos, NM",36.4072377,-105.573284
394419,"Brookings, SD",44.311461,-96.79844
394324,"Americus, GA",32.0723862,-84.2326876
394491,"Columbus, NE",41.4292988,-97.3581439
394786,"Lewisburg, TN",35.4492404,-86.7888887
394533,"Dickinson, ND",46.8791756,-102.7896242
395165,"Troy, AL",31.8087678,-85.969951
394613,"Frankfort, IN",40.2797657,-86.5108244
394414,"Brevard, NC",35.2334472,-82.7342919
395141,"Susanville, CA",40.4162842,-120.653006
394835,"Martin, TN",36.3432777,-88.8503514
753878,"Dayton, TN",35.4939587,-85.0124535
394481,"Coffeyville, KS",37.0372999,-95.6163634
394383,"Berlin, NH",44.4696602,-71.1810703
394749,"Kingsville, TX",27.5158689,-97.856109
753871,"Breckenridge, CO",39.4829124,-106.0465486
394310,"Albert Lea, MN",43.6480127,-93.3682656
395093,"Sheridan, WY",44.7947537,-106.8222688
394846,"McPherson, KS",38.3659015,-97.6575171
394751,"Kirksville, MO",40.1948848,-92.5833939
394606,"Fort Morgan, CO",40.2502582,-103.799951
394892,"Mountain Home, ID",43.1318937,-115.6939827
394864,"Mineral Wells, TX",32.8091732,-98.1129179
395100,"Silver City, NM",32.7711825,-108.2764164
394812,"Macomb, IL",40.4588934,-90.6713939
394508,"Crescent City, CA",41.7522404,-124.1978539
394615,"Fredericksburg, TX",30.2752011,-98.8719843
753923,"The Dalles, OR",45.6015056,-121.1841587
394758,"La Grande, OR",45.3246068,-118.0878695
394791,"Lexington, NE",40.7788486,-99.7414869
394643,"Great Bend, KS",38.3625063,-98.7804087
395110,"Spearfish, SD",44.4893896,-103.8609632
394584,"Fallon, NV",39.4745166,-118.777895
753884,"Hailey, ID",43.519629,-114.315325
753921,"Steamboat Springs, CO",40.4848003,-106.831735
395004,"Prineville, OR",44.3034887,-120.8463875
394687,"Hood River, OR",45.5311636,-121.6475587
394868,"Mitchell, SD",43.70953,-98.025379
394418,"Brookings, OR",42.0521298,-124.2832868
395198,"Wahpeton, ND",46.265879,-96.608863
395130,"Sterling, CO",40.6255415,-103.207709
394718,"Jamestown, ND",46.910544,-98.708436
394837,"Maryville, MO",40.3460468,-94.8723858
394996,"Portales, NM",34.1859636,-103.3373367
394805,"Los Alamos, NM",35.88137,-106.298959
753880,"Fairfield, IA",41.0072342,-91.9630039
395186,"Vermillion, SD",42.7795273,-96.929101
